0;Nome;0;Empresa;Departamento;0.00
49143;Nola W. Padilla;53;Chami;Legal Department;5816.00
49145;Flynn J. Mckay;54;Lavasoft;Research and Development;4773.00
49159;Wynne D. Rodriguez;64;Altavista;Quality Assurance;5396.00
49165;Robert N. May;19;Adobe;Customer Relations;7516.00
49169;Imani D. Montoya;53;Chami;Legal Department;5308.00
49184;Amelia V. Mccormick;67;Borland;Legal Department;2952.00
49189;Mariam H. Henry;69;Cakewalk;Sales and Marketing;2254.00
49193;Justina P. Navarro;30;Apple Systems;Finances;1126.00
49195;Amaya O. Mclaughlin;65;Google;Customer Relations;5290.00
49204;Maryam L. Perkins;50;Microsoft;Payroll;8263.00
49212;Rajah M. Ochoa;55;Sibelius;Research and Development;7101.00
49222;Giselle U. Perez;40;Lycos;Research and Development;4168.00
49226;Barbara V. Drake;30;Google;Public Relations;9571.00
49228;Lani C. Shannon;29;Lavasoft;Customer Relations;5174.00
49229;Brian A. Hall;38;Lycos;Research and Development;1772.00
49230;Bo S. Benton;35;Sibelius;Asset Management;3845.00
49238;Jasmine M. Buck;33;Borland;Customer Service;6008.00
49244;Kaitlin R. Levine;60;Lavasoft;Human Resources;6393.00
49247;Colton K. Martin;46;Yahoo;Human Resources;4464.00
49250;Quintessa S. Noble;23;Lavasoft;Finances;2088.00
49256;Wayne E. Chavez;65;Macromedia;Quality Assurance;7258.00
49259;Odessa X. Gilmore;56;Macromedia;Advertising;6492.00
49263;Ria X. Mcintyre;26;Lavasoft;Public Relations;3600.00
49270;Chloe J. Briggs;26;Finale;Public Relations;9344.00
49273;Grant Y. Blair;57;Chami;Sales and Marketing;9481.00
49277;Vielka I. Mcclure;35;Adobe;Public Relations;8280.00
49278;Nero K. Hayden;18;Borland;Research and Development;3035.00
49279;Brendan E. Heath;54;Yahoo;Media Relations;1728.00
49284;Macaulay N. Mayer;55;Lavasoft;Public Relations;9272.00
49290;Colt A. Cline;68;Altavista;Sales and Marketing;4806.00
49297;Marcia D. Hutchinson;61;Macromedia;Finances;2445.00
49312;Ignatius S. Stark;26;Macromedia;Tech Support;3219.00
49318;Vanna B. Justice;22;Finale;Customer Service;2342.00
49326;April H. Cherry;20;Chami;Quality Assurance;1688.00
49352;Victoria H. Young;42;Borland;Human Resources;3184.00
49354;Britanni I. Valdez;23;Macromedia;Human Resources;7135.00
49356;Vance H. Ratliff;50;Altavista;Customer Relations;3973.00
49360;Steven U. Barker;53;Yahoo;Customer Relations;8756.00
49377;Aurelia V. Doyle;19;Finale;Customer Relations;7857.00
49384;Seth N. Poole;34;Microsoft;Finances;1939.00
49390;Sonia W. Roy;67;Google;Customer Service;2359.00
49398;Caleb L. Bradford;52;Google;Public Relations;9308.00
49409;Ross Y. Bernard;42;Yahoo;Media Relations;3326.00
49415;Gannon U. Wise;21;Lavasoft;Media Relations;4042.00
49423;Herrod H. Nguyen;33;Lycos;Advertising;8107.00
49432;Julie Y. Dickerson;46;Lycos;Customer Service;7189.00
49434;Tanek B. Hickman;66;Apple Systems;Quality Assurance;5734.00
49440;Whoopi D. Albert;26;Chami;Tech Support;1762.00
49442;Farrah Q. Hayden;50;Microsoft;Media Relations;7089.00
49446;Rhea Q. Dotson;35;Altavista;Finances;8255.00
49449;Alika Q. Vasquez;53;Finale;Human Resources;6023.00
49463;Christian O. Webb;31;Google;Customer Service;5273.00
49476;Carolyn T. Wooten;50;Chami;Finances;4923.00
49478;Ira A. Benton;24;Sibelius;Customer Relations;4290.00
49485;Darryl M. Cooke;19;Lavasoft;Media Relations;8393.00
49490;Lester T. Duke;38;Finale;Asset Management;1712.00
49493;Brett W. Ellis;31;Microsoft;Media Relations;1594.00
49496;Melanie Y. Greene;57;Cakewalk;Asset Management;6743.00
49502;Jillian M. Stein;32;Finale;Human Resources;3054.00
49514;Rafael N. Powell;65;Sibelius;Customer Service;3203.00
49530;Katell W. Witt;38;Google;Customer Service;1977.00
49531;Rebecca P. Kidd;65;Lavasoft;Legal Department;2054.00
49550;Kenyon I. Coffey;28;Microsoft;Human Resources;8664.00
49558;Odette V. Eaton;24;Apple Systems;Payroll;3854.00
49563;Stella F. Schneider;35;Cakewalk;Customer Relations;8444.00
49566;Gabriel V. Whitley;63;Sibelius;Accounting;6623.00
49568;Fritz Q. Becker;53;Apple Systems;Media Relations;5736.00
49576;Basil T. Montgomery;23;Finale;Public Relations;7274.00
49582;Unity L. Warner;41;Apple Systems;Customer Service;6432.00
49590;Kathleen O. Petty;20;Google;Customer Service;4133.00
49591;Ira T. Terry;49;Adobe;Customer Relations;8694.00
49593;Bruce Z. Hammond;54;Altavista;Quality Assurance;8854.00
49602;Devin F. Spears;59;Google;Customer Relations;1073.00
49609;Harding Q. Kerr;41;Google;Accounting;6044.00
49615;Virginia T. Mcguire;52;Altavista;Human Resources;9992.00
49616;Nathaniel Q. Horton;50;Google;Legal Department;5998.00
49617;Yael T. Pugh;40;Lavasoft;Quality Assurance;3349.00
49621;Lacota B. White;44;Cakewalk;Media Relations;2121.00
49624;Yvette Y. Malone;40;Sibelius;Legal Department;8347.00
49628;Odysseus P. Dickerson;55;Altavista;Customer Service;3608.00
49629;Hedy K. Mcleod;37;Adobe;Sales and Marketing;4102.00
49641;Carson E. Bonner;46;Cakewalk;Quality Assurance;1866.00
49642;Isadora F. Ayers;33;Altavista;Customer Service;1525.00
49654;Lawrence C. Vance;26;Chami;Tech Support;8316.00
49665;Willow Y. Dale;48;Yahoo;Media Relations;5060.00
49673;Naomi K. Rivers;70;Adobe;Asset Management;9441.00
49679;Veda U. Buckner;43;Finale;Customer Relations;5582.00
49684;Amir U. Mckenzie;39;Cakewalk;Quality Assurance;3946.00
49691;Sara K. Maddox;36;Lycos;Legal Department;8835.00
49703;Hall U. Albert;39;Microsoft;Payroll;9516.00
49709;Hayfa A. Browning;52;Lavasoft;Legal Department;3732.00
49715;Carter L. Lopez;61;Microsoft;Tech Support;3911.00
49717;Zia U. Snider;70;Altavista;Public Relations;5060.00
49718;Kerry O. Stokes;40;Macromedia;Tech Support;8329.00
49727;Cullen H. Grimes;36;Microsoft;Asset Management;2559.00
49738;Helen B. Beck;69;Google;Legal Department;1528.00
49742;Elmo E. Douglas;30;Yahoo;Public Relations;2434.00
49752;Christopher I. Bradley;24;Adobe;Sales and Marketing;6577.00
49753;Orson L. Hendrix;48;Borland;Finances;7261.00
49756;Zeus R. Mckinney;58;Borland;Sales and Marketing;4446.00
49766;Michael M. Stark;33;Google;Accounting;2596.00
49767;Alvin M. Mann;36;Altavista;Human Resources;8197.00
49769;Quinn Z. Franks;21;Altavista;Media Relations;8923.00
49770;Chiquita P. Mosley;26;Yahoo;Media Relations;1717.00
49781;Jaime H. Bass;22;Google;Legal Department;2116.00
49783;Shaeleigh R. Craig;18;Lycos;Asset Management;9849.00
49795;Nevada J. Marquez;27;Apple Systems;Finances;4673.00
49799;Gail H. Fitzpatrick;60;Macromedia;Payroll;4710.00
49803;Harper H. Sherman;25;Google;Public Relations;6008.00
49810;Oscar Z. Leach;30;Lycos;Finances;5383.00
49818;Deirdre C. Perkins;67;Sibelius;Media Relations;8645.00
49821;Yuli H. Davenport;43;Google;Customer Service;1326.00
49826;Lawrence N. Russo;66;Apple Systems;Tech Support;1445.00
49838;Omar V. Fischer;41;Finale;Customer Service;6068.00
49840;Dawn C. Knight;64;Apple Systems;Public Relations;7556.00
49841;Destiny T. Burt;35;Finale;Customer Service;9015.00
49843;Angela J. Finch;31;Sibelius;Media Relations;7479.00
49848;Zenaida J. Herring;26;Altavista;Human Resources;5945.00
49849;Teegan R. Hartman;44;Microsoft;Payroll;7275.00
49851;Barrett U. Hickman;67;Yahoo;Payroll;1923.00
49853;Colby M. Merritt;36;Finale;Quality Assurance;3079.00
49855;Xerxes F. Beard;56;Borland;Accounting;1079.00
49856;Kelly U. Logan;64;Chami;Asset Management;3172.00
49863;Calista J. Cotton;18;Sibelius;Sales and Marketing;5530.00
49868;Lewis A. Conrad;35;Altavista;Quality Assurance;8841.00
49870;Azalia R. Moran;56;Lycos;Sales and Marketing;5006.00
49873;Willa M. Munoz;62;Cakewalk;Quality Assurance;2627.00
49907;Keely P. Rowland;55;Altavista;Tech Support;1333.00
49913;Dennis F. Callahan;68;Apple Systems;Legal Department;3140.00
49921;Hayden P. Meyer;26;Lycos;Tech Support;5977.00
49923;Flynn N. Cantrell;46;Altavista;Sales and Marketing;6459.00
49942;Wang P. Kaufman;53;Macromedia;Customer Relations;7235.00
49951;Margaret Q. Simmons;50;Microsoft;Advertising;8382.00
49954;Kay Z. Willis;49;Lavasoft;Media Relations;3780.00
49958;Yoshi N. Fowler;69;Sibelius;Media Relations;5603.00
49972;Latifah Y. Washington;45;Cakewalk;Tech Support;9516.00
49977;Gareth U. Lara;42;Finale;Customer Service;1503.00
49978;Orlando N. Higgins;54;Adobe;Customer Service;9733.00
49985;Lyle K. Kelly;19;Lycos;Accounting;8654.00
49993;Gisela T. Hyde;36;Sibelius;Public Relations;1843.00
50004;Michael Z. Knox;20;Chami;Sales and Marketing;9491.00
50006;Rhoda U. Hammond;37;Lavasoft;Finances;7940.00
50007;Oliver M. Dominguez;24;Yahoo;Media Relations;8687.00
50011;Keefe G. Park;62;Apple Systems;Finances;3716.00
50021;Joelle A. Mann;24;Microsoft;Research and Development;5726.00
50022;Tobias E. Bright;30;Macromedia;Asset Management;5345.00
50024;Fitzgerald G. Kramer;43;Apple Systems;Customer Relations;5205.00
50030;Audra I. Fitzpatrick;60;Yahoo;Customer Relations;5832.00
50042;Plato X. Fischer;22;Altavista;Tech Support;1647.00
50056;Britanni X. Ball;47;Lycos;Human Resources;4268.00
50057;Germaine J. Roman;53;Finale;Public Relations;2511.00
50058;Phoebe X. Gross;25;Finale;Accounting;5331.00
50060;Inez J. Gregory;20;Lavasoft;Sales and Marketing;3410.00
50061;Shana A. Waller;26;Borland;Human Resources;2062.00
50062;August G. Chen;23;Adobe;Quality Assurance;4064.00
50066;Eagan L. Williamson;34;Apple Systems;Advertising;2313.00
50075;Chanda M. Ryan;50;Borland;Media Relations;7342.00
50085;Eve Z. Hartman;37;Altavista;Customer Service;9998.00
50091;Gil G. Rowe;64;Lycos;Customer Relations;9207.00
50092;Melinda H. Silva;60;Adobe;Advertising;8426.00
50096;Jade Y. Quinn;37;Cakewalk;Finances;6687.00
50109;Susan F. Mayer;25;Apple Systems;Sales and Marketing;3431.00
50111;Athena Y. Pollard;64;Google;Media Relations;4205.00
50114;Karina X. Lucas;56;Lycos;Research and Development;4504.00
50137;Abraham A. Vega;28;Yahoo;Tech Support;5206.00
50142;Deborah C. Osborn;55;Cakewalk;Sales and Marketing;2495.00
50144;Clark H. Nixon;45;Chami;Legal Department;5870.00
50147;Judah F. Meyer;37;Lycos;Customer Relations;1965.00
50157;Hilda M. Britt;67;Altavista;Payroll;3586.00
50167;Maggie U. Sweet;65;Borland;Customer Relations;1274.00
50178;Isaac J. Dunn;60;Finale;Advertising;4140.00
50183;Christopher R. Ingram;30;Adobe;Quality Assurance;5836.00
50185;Elton C. Barrera;63;Lycos;Research and Development;9054.00
50191;Aileen A. Ochoa;26;Cakewalk;Tech Support;2462.00
50195;Guy U. Howell;33;Finale;Asset Management;1733.00
50201;Juliet E. Dodson;60;Lycos;Public Relations;4445.00
50206;Blossom E. Daugherty;20;Apple Systems;Media Relations;6837.00
50219;Hedda X. Arnold;21;Macromedia;Customer Service;9064.00
50225;Cleo P. Robbins;70;Apple Systems;Customer Service;7587.00
50226;Tashya M. Frazier;57;Lycos;Legal Department;8457.00
50234;Quin H. Figueroa;65;Chami;Accounting;7678.00
50235;Dominique E. Reeves;52;Apple Systems;Legal Department;1551.00
50242;Shaeleigh J. Michael;40;Microsoft;Advertising;7414.00
50256;Blair U. Benson;33;Apple Systems;Sales and Marketing;8949.00
50263;Christine L. Wells;66;Microsoft;Public Relations;6502.00
50269;Magee B. Wilkinson;65;Finale;Public Relations;5307.00
50271;Pandora K. Cherry;62;Microsoft;Sales and Marketing;7169.00
50275;Magee N. Stokes;67;Lavasoft;Research and Development;8657.00
50292;Celeste X. Mckee;47;Sibelius;Public Relations;7643.00
50293;Rinah K. Duran;30;Altavista;Customer Service;6626.00
50305;Macey Y. Branch;37;Chami;Research and Development;1260.00
50306;Ashton S. Walton;56;Cakewalk;Sales and Marketing;2082.00
50308;Ferris A. Kelly;59;Macromedia;Customer Relations;4934.00
50313;Scott P. Tucker;34;Borland;Payroll;4310.00
50316;Flavia M. Cortez;20;Microsoft;Sales and Marketing;2811.00
50317;Cooper O. Rosales;69;Cakewalk;Asset Management;8418.00
50322;Colt L. Stephenson;64;Microsoft;Legal Department;1375.00
50326;Deanna G. Paul;27;Lycos;Legal Department;9273.00
50330;Logan K. Jefferson;18;Sibelius;Sales and Marketing;2165.00
50334;Jasmine N. Glenn;54;Lavasoft;Tech Support;2879.00
50340;Jana M. Harper;32;Adobe;Legal Department;3504.00
50344;Emerson S. Le;50;Google;Human Resources;5941.00
50345;Selma L. Dixon;23;Google;Tech Support;7900.00
50353;Hu O. Valentine;58;Macromedia;Media Relations;9311.00
50354;Conan J. Horne;62;Adobe;Customer Service;8188.00
50369;Charde Q. Preston;24;Microsoft;Customer Relations;4101.00
50373;Ahmed U. Higgins;25;Lavasoft;Customer Service;7696.00
50402;Alvin U. Buckley;20;Google;Payroll;7321.00
50405;Randall D. Burton;47;Chami;Public Relations;8921.00
50409;Rama J. Best;51;Yahoo;Research and Development;9827.00
50410;Dara H. Lee;44;Google;Sales and Marketing;5259.00
50433;Blythe C. Obrien;41;Macromedia;Public Relations;5363.00
50436;Aquila K. Morris;52;Cakewalk;Human Resources;2373.00
50446;Chanda B. Peters;48;Sibelius;Research and Development;1923.00
50449;Linus B. Fuller;37;Finale;Research and Development;8188.00
50450;Luke L. Blevins;38;Chami;Quality Assurance;3652.00
50455;Zelda P. Kirby;60;Finale;Finances;9605.00
50464;Grace N. Bullock;54;Yahoo;Payroll;1096.00
50473;Logan H. Rios;26;Borland;Quality Assurance;5015.00
50479;Dante A. Moore;45;Chami;Tech Support;5993.00
50482;Eliana I. Willis;69;Adobe;Accounting;9840.00
50487;James D. Bradford;29;Lavasoft;Asset Management;1237.00
50488;Basia H. Cherry;42;Microsoft;Legal Department;4733.00
50506;Dexter X. Houston;62;Adobe;Sales and Marketing;3409.00
50513;Caldwell E. Vinson;53;Lavasoft;Finances;5917.00
50514;Jin Q. Wilkerson;47;Apple Systems;Sales and Marketing;2339.00
50522;Dorian X. Matthews;23;Macromedia;Asset Management;4941.00
50525;Brett I. Reid;24;Google;Tech Support;1691.00
50532;Adam F. Ayers;51;Chami;Accounting;6797.00
50534;Mia B. Ellison;53;Borland;Quality Assurance;1693.00
50537;Teagan N. Mayo;53;Sibelius;Finances;5406.00
50539;Ciara V. Short;58;Cakewalk;Legal Department;9052.00
50542;Tyrone A. Kidd;50;Macromedia;Research and Development;8960.00
50548;Kaye X. Wilder;29;Altavista;Tech Support;4907.00
50550;Gisela H. Greer;28;Altavista;Human Resources;8828.00
50564;Summer X. Velez;37;Google;Asset Management;6345.00
50577;Tatum V. Holcomb;67;Borland;Tech Support;7746.00
50594;Madaline L. Rodgers;63;Finale;Advertising;3788.00
50611;Astra U. Solomon;29;Microsoft;Media Relations;5369.00
50618;Colette H. Dunn;52;Microsoft;Public Relations;8078.00
50623;Keegan V. Freeman;25;Lavasoft;Human Resources;9842.00
50624;Kelly L. Stout;48;Lavasoft;Payroll;4125.00
50643;Omar E. Chen;69;Yahoo;Sales and Marketing;4945.00
50654;Tiger I. Bell;32;Google;Quality Assurance;6095.00
50662;Evan B. Singleton;34;Lycos;Tech Support;3751.00
50671;Xena S. Weber;25;Google;Legal Department;6434.00
50674;Dane A. Sheppard;61;Macromedia;Customer Service;4914.00
50681;Julian Y. Hoover;52;Sibelius;Human Resources;8620.00
50695;Eaton B. Delgado;55;Google;Media Relations;9335.00
50697;Hedda X. Roman;43;Lycos;Public Relations;5958.00
50698;Jakeem U. Mcguire;48;Lycos;Human Resources;8542.00
50704;Eden C. Sims;21;Google;Accounting;7181.00
50706;Casey R. Park;44;Adobe;Sales and Marketing;4444.00
50708;Darius J. Vega;22;Apple Systems;Payroll;8463.00
50710;Hammett J. Banks;44;Chami;Customer Service;1910.00
50714;Kenneth K. Mathis;69;Apple Systems;Payroll;2749.00
50715;Igor N. Black;21;Adobe;Public Relations;4412.00
50717;Isabelle K. Dunn;41;Apple Systems;Customer Service;3353.00
50731;Oren J. Edwards;18;Adobe;Customer Relations;8607.00
50741;Hunter R. Macias;28;Finale;Customer Service;7509.00
50752;Libby O. Walton;53;Yahoo;Payroll;1600.00
50763;Brett P. Tanner;36;Borland;Quality Assurance;2311.00
50764;Lucius K. Guthrie;68;Macromedia;Legal Department;4692.00
50767;Nicole R. Montoya;53;Microsoft;Finances;3563.00
50768;Tarik R. Duffy;37;Google;Payroll;3536.00
50789;Piper Y. Malone;58;Borland;Asset Management;8546.00
50797;Ivan G. Roman;27;Adobe;Human Resources;9040.00
50798;Yael C. Delgado;70;Macromedia;Customer Relations;6023.00
50817;Kirk A. Cox;59;Adobe;Finances;5225.00
50838;Jillian Z. Hendricks;67;Finale;Advertising;2221.00
50842;Yuli N. York;21;Sibelius;Accounting;3839.00
50849;Elizabeth V. Bird;36;Yahoo;Media Relations;5092.00
50865;Linus C. Solis;29;Adobe;Asset Management;4936.00
50870;Xanthus Y. Bridges;47;Cakewalk;Quality Assurance;8555.00
50871;Chastity Z. Richards;26;Macromedia;Research and Development;3126.00
50872;Jessamine K. Blackburn;28;Lavasoft;Quality Assurance;6796.00
50876;Amanda U. Shepherd;41;Lavasoft;Research and Development;7495.00
50881;Lois O. Bailey;51;Macromedia;Finances;3115.00
50883;Hedley F. Flores;60;Google;Media Relations;3956.00
50885;Alexander L. Fowler;57;Chami;Quality Assurance;6990.00
50902;Jonah A. Hardin;70;Altavista;Media Relations;8401.00
50906;Dana Z. Webster;44;Macromedia;Research and Development;8519.00
50908;Mannix T. Buckley;22;Sibelius;Payroll;4281.00
50918;Lael F. Hebert;33;Finale;Media Relations;3664.00
50919;Riley E. Mejia;24;Chami;Media Relations;1784.00
50922;Cadman E. Simmons;33;Borland;Accounting;7918.00
50926;Damian M. Oconnor;43;Yahoo;Quality Assurance;9888.00
50947;Octavia K. Carey;32;Chami;Advertising;7947.00
50957;Kevin A. Simon;25;Lycos;Sales and Marketing;8697.00
50962;Haviva H. Grant;48;Cakewalk;Customer Service;5021.00
50966;Tanek B. Garner;28;Sibelius;Legal Department;6373.00
50970;Regan W. Guerrero;53;Microsoft;Human Resources;2191.00
50986;Shaine W. Tran;47;Google;Finances;5510.00
51006;Kim C. Garrison;67;Yahoo;Payroll;8861.00
51007;Ina W. Reeves;61;Google;Payroll;1367.00
51009;Fuller T. Lee;31;Borland;Customer Service;3922.00
51031;Eric T. Figueroa;45;Apple Systems;Tech Support;7647.00
51032;Claire Z. Dunlap;58;Chami;Payroll;5804.00
51034;Leila B. Walton;34;Microsoft;Sales and Marketing;2889.00
51044;Savannah J. Oneill;57;Lycos;Tech Support;1457.00
51045;Cole J. Vincent;21;Lycos;Asset Management;6755.00
51050;Baxter J. Holcomb;63;Lycos;Customer Service;4705.00
51056;Olivia G. Head;36;Apple Systems;Tech Support;1958.00
51061;Erich D. Mclean;43;Google;Finances;4900.00
51068;Libby M. Larson;33;Yahoo;Legal Department;5701.00
51069;Jakeem I. Graham;41;Microsoft;Finances;2220.00
51078;Yardley F. Hudson;18;Chami;Sales and Marketing;1948.00
51084;Reece M. Guthrie;22;Sibelius;Human Resources;3132.00
51099;Rogan Y. Compton;51;Microsoft;Advertising;7053.00
51101;Melvin S. Santiago;38;Finale;Media Relations;8936.00
51127;Sydney F. Ferrell;42;Lavasoft;Finances;6219.00
51128;Burton Q. King;29;Altavista;Asset Management;9307.00
51151;Amanda S. Richmond;42;Finale;Accounting;2014.00
51156;Gannon Q. Fuller;70;Adobe;Advertising;1206.00
51166;Cheyenne M. Lucas;61;Sibelius;Public Relations;4498.00
51167;Tanisha C. Nicholson;46;Lycos;Media Relations;6771.00
51177;Yeo D. Hendricks;26;Apple Systems;Quality Assurance;4161.00
51180;Shaine P. Hurst;35;Borland;Quality Assurance;2459.00
51216;Ann S. Lynch;47;Google;Advertising;2613.00
51221;Irma E. Key;23;Lycos;Asset Management;4952.00
51231;Silas X. Lowery;49;Chami;Customer Service;1658.00
51232;Neil Z. Walton;51;Altavista;Advertising;1807.00
51235;Raya E. Walton;64;Sibelius;Media Relations;2678.00
51240;Tanner Y. Kline;41;Yahoo;Legal Department;5290.00
51243;Briar A. Barber;24;Macromedia;Customer Relations;4242.00
51245;Cecilia C. Francis;32;Sibelius;Advertising;9997.00
51246;Cedric G. Ryan;44;Microsoft;Advertising;3773.00
51250;Hermione A. Rivas;32;Finale;Media Relations;3302.00
51256;Vance N. Craft;33;Cakewalk;Research and Development;4803.00
51257;Noelani S. Griffith;54;Sibelius;Payroll;7904.00
51260;Hannah Y. Randall;67;Macromedia;Quality Assurance;9059.00
51266;Brielle H. Sharp;42;Yahoo;Human Resources;9055.00
51267;Galena R. Sosa;30;Lycos;Accounting;3211.00
51276;Hammett X. Olson;18;Borland;Accounting;7428.00
51278;Daria Q. Spencer;49;Yahoo;Public Relations;7225.00
51288;Ralph J. Daniel;48;Macromedia;Public Relations;3413.00
51291;Hollee N. Rivera;67;Microsoft;Customer Relations;1372.00
51306;Ramona R. Lott;35;Finale;Payroll;9435.00
51308;Dante N. Butler;50;Finale;Sales and Marketing;9631.00
51309;Bryar D. Glover;67;Altavista;Tech Support;3459.00
51312;Caesar G. Vargas;27;Finale;Asset Management;9617.00
51315;Taylor L. Hendrix;20;Macromedia;Tech Support;9063.00
51320;Andrew I. Farrell;54;Finale;Public Relations;5187.00
51341;Medge T. Woodward;34;Altavista;Advertising;6384.00
51345;Shannon M. Travis;42;Finale;Accounting;8515.00
51351;Dominique S. Noel;40;Lycos;Asset Management;8866.00
51364;Connor Q. Cross;52;Lavasoft;Sales and Marketing;8878.00
51380;Talon O. Weiss;62;Apple Systems;Human Resources;5263.00
51381;Hillary S. Walton;25;Apple Systems;Customer Service;4795.00
51394;Madeson W. Leach;62;Google;Advertising;6700.00
51405;Kelly T. Mclaughlin;54;Google;Public Relations;1788.00
51417;Yetta Z. Travis;34;Apple Systems;Payroll;3017.00
51438;Tashya K. Swanson;52;Microsoft;Asset Management;4578.00
51441;Jack K. Espinoza;52;Yahoo;Quality Assurance;6701.00
51449;Martha P. Mccarty;31;Sibelius;Accounting;5830.00
51471;Indira J. Spence;63;Sibelius;Customer Relations;6110.00
51475;Meredith D. Leach;51;Yahoo;Human Resources;7070.00
51479;Pamela N. Lindsey;64;Altavista;Sales and Marketing;6106.00
51481;Seth A. Nichols;61;Adobe;Accounting;9923.00
51482;Felix K. Alexander;28;Macromedia;Legal Department;5196.00
51485;Abra R. Aguirre;61;Google;Accounting;1924.00
51488;Patience K. Garner;36;Finale;Tech Support;9633.00
51500;Bo H. Knox;23;Lycos;Research and Development;1543.00
51531;Moana U. Thomas;45;Apple Systems;Human Resources;7149.00
51539;Xyla I. Anthony;62;Microsoft;Tech Support;9250.00
51540;Hasad Y. Fulton;57;Lycos;Finances;9614.00
51546;Demetrius T. Fuller;36;Macromedia;Research and Development;3666.00
51547;Ulysses Z. Cotton;18;Altavista;Payroll;9170.00
51551;Orla V. Spence;66;Cakewalk;Media Relations;1761.00
51560;Lavinia Z. Workman;63;Adobe;Customer Service;9795.00
51562;Beatrice P. Boyd;34;Macromedia;Payroll;6995.00
51568;Tucker M. Velez;20;Sibelius;Tech Support;9595.00
51586;Sharon G. Shaw;64;Sibelius;Payroll;8930.00
51594;Maya A. Duran;61;Yahoo;Asset Management;8965.00
51598;Mannix M. Arnold;46;Apple Systems;Research and Development;5332.00
51601;Aurora R. Hubbard;55;Chami;Customer Relations;7195.00
51603;Imogene I. Odom;35;Cakewalk;Finances;9430.00
51614;Geoffrey S. Hunter;42;Yahoo;Human Resources;7992.00
51620;Blossom F. Pratt;54;Finale;Research and Development;6765.00
51632;Brady I. Baird;23;Chami;Customer Service;4798.00
51636;Eaton X. Tillman;59;Cakewalk;Quality Assurance;4246.00
51655;Lillith D. Reed;33;Adobe;Asset Management;3979.00
51657;Jamal H. Mcdowell;38;Macromedia;Payroll;7688.00
51658;Thane O. Monroe;32;Google;Research and Development;5921.00
51661;Camille A. Rose;19;Cakewalk;Advertising;8947.00
51676;Harriet B. Walters;61;Cakewalk;Quality Assurance;7684.00
51679;Hollee T. Robles;29;Altavista;Quality Assurance;8507.00
51684;Wallace W. Kirk;51;Microsoft;Legal Department;6267.00
51688;Alexandra W. Erickson;67;Borland;Payroll;9090.00
51689;Martin I. Lancaster;35;Macromedia;Quality Assurance;5258.00
51712;Chadwick Y. Mcmillan;58;Borland;Asset Management;5886.00
51718;Colin K. Maddox;61;Google;Quality Assurance;9246.00
51721;Josephine C. Albert;24;Chami;Payroll;6442.00
51726;Cooper X. Glover;20;Lycos;Advertising;8046.00
51736;Rachel S. Nolan;50;Macromedia;Advertising;8906.00
51757;Naomi Y. Mcpherson;63;Microsoft;Quality Assurance;2220.00
51763;Adara R. Randolph;41;Finale;Customer Relations;6931.00
51779;Quinn R. Guthrie;66;Finale;Quality Assurance;2759.00
51785;Roary G. Booth;62;Cakewalk;Research and Development;2778.00
51788;Ramona D. Maynard;33;Macromedia;Customer Service;9323.00
51809;Preston J. Pennington;39;Borland;Customer Relations;7199.00
51811;Roanna X. Hurley;49;Finale;Customer Relations;3513.00
51817;Ayanna K. Rhodes;52;Google;Tech Support;2780.00
51820;Madaline I. English;36;Yahoo;Media Relations;2493.00
51824;Zia Y. Arnold;27;Altavista;Sales and Marketing;4779.00
51825;Ayanna Q. Bryan;40;Lavasoft;Customer Service;3960.00
51826;Nevada V. Martin;55;Lavasoft;Tech Support;6423.00
51831;Rinah S. Bass;20;Yahoo;Sales and Marketing;3626.00
51832;Maia A. Adams;49;Yahoo;Asset Management;7978.00
51835;Rama O. Weber;45;Google;Accounting;8685.00
51844;Gemma O. Spencer;64;Borland;Quality Assurance;7722.00
51848;Jarrod E. Marquez;28;Adobe;Asset Management;8263.00
51849;Ezra B. Reilly;35;Lavasoft;Customer Service;6643.00
51853;Haley X. Marks;24;Yahoo;Customer Service;2777.00
51858;Ifeoma E. Garcia;38;Chami;Payroll;4927.00
51859;Brianna F. Hood;42;Adobe;Human Resources;7025.00
51869;Kameko W. Franks;44;Adobe;Public Relations;2546.00
51885;Naomi L. Sullivan;48;Yahoo;Accounting;6727.00
51892;Nehru D. Deleon;55;Macromedia;Advertising;6179.00
51894;Azalia U. Patton;50;Chami;Human Resources;1971.00
51895;Belle G. Ramirez;67;Sibelius;Advertising;5889.00
51898;Maxine V. Castro;61;Sibelius;Payroll;4234.00
51906;Holmes T. Beasley;60;Chami;Tech Support;9235.00
51914;Hyacinth S. Hardin;31;Cakewalk;Quality Assurance;3605.00
51917;Dominic L. Bush;57;Lycos;Research and Development;2044.00
51928;Shelley L. Frost;65;Microsoft;Human Resources;8787.00
51937;Yetta J. Bond;30;Macromedia;Accounting;6836.00
51948;Jana X. Shaw;49;Adobe;Quality Assurance;9759.00
51952;Ezekiel N. Mack;26;Macromedia;Research and Development;3819.00
51954;Dylan E. Steele;57;Macromedia;Advertising;1919.00
51970;Walker W. Mcknight;26;Macromedia;Media Relations;4121.00
51973;Amber U. Petersen;44;Borland;Tech Support;1173.00
51975;Aidan Q. Schwartz;67;Google;Sales and Marketing;6057.00
51978;Rebekah G. Howard;43;Yahoo;Sales and Marketing;7633.00
51990;Xena H. Cotton;27;Altavista;Legal Department;8398.00
51995;Jane X. Gentry;51;Microsoft;Legal Department;3444.00
